INFO:root:6006000
INFO:root:6006000
INFO:root:No: 1	GFLOPS: 1.33/1.33	result: MeasureResult(costs=(0.153770785, 0.153987047, 0.154272392), error_no=0, all_cost=2.931459903717041, timestamp=1529035040.830899)	[('tile_y', [128, 98, 2, 1]), ('tile_x', [64, 32, 2, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,x768601cb,1040642
INFO:root:No: 702	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:10] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:10] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5202500820159912, timestamp=1529035390.182138)	[('tile_y', [448, 8, 7, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2285
INFO:root:No: 703	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:10] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:10] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5335578918457031, timestamp=1529035390.724424)	[('tile_y', [4, 4, 224, 7]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3162
INFO:root:No: 704	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:11] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:11] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5646350383758545, timestamp=1529035391.297812)	[('tile_y', [4, 14, 16, 28]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3682
INFO:root:No: 705	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:12] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:12] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.7446291446685791, timestamp=1529035392.051973)	[('tile_y', [16, 98, 4, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2856
INFO:root:No: 706	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00858306884765625, timestamp=1529035392.069328)	[('tile_y', [2, 16, 16, 49]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6046
INFO:root:No: 707	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:12] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:12] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5476350784301758, timestamp=1529035392.617305)	[('tile_y', [16, 28, 28, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2676
INFO:root:No: 708	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:13] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:13] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5187890529632568, timestamp=1529035393.144862)	[('tile_y', [49, 4, 128, 1]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4648
INFO:root:No: 709	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.010626077651977539, timestamp=1529035393.164169)	[('tile_y', [1, 14, 256, 7]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5368
INFO:root:No: 710	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:13] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:13] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5787639617919922, timestamp=1529035393.743388)	[('tile_y', [8, 8, 2, 196]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4162
INFO:root:No: 711	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:14] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:14] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.511368989944458, timestamp=1529035394.263498)	[('tile_y', [1568, 2, 8, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2302
INFO:root:No: 712	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:15] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:15] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.7894620895385742, timestamp=1529035395.061707)	[('tile_y', [7, 32, 28, 4]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5128
INFO:root:No: 713	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:15] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:15] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6073510646820068, timestamp=1529035395.677851)	[('tile_y', [16, 49, 32, 1]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4582
INFO:root:No: 714	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:16] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:16] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5555307865142822, timestamp=1529035396.242123)	[('tile_y', [49, 1, 4, 128]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1930
INFO:root:No: 715	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:16] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:16] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6390891075134277, timestamp=1529035396.890021)	[('tile_y', [8, 49, 8, 8]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3256
INFO:root:No: 716	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:17] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:17] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.738671064376831, timestamp=1529035397.637411)	[('tile_y', [7, 32, 56, 2]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4912
INFO:root:No: 717	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008557796478271484, timestamp=1529035397.654765)	[('tile_y', [2, 7, 448, 4]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,802
INFO:root:No: 718	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:18] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:18] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5632188320159912, timestamp=1529035398.21832)	[('tile_y', [7, 28, 4, 32]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12550
INFO:root:No: 719	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008388042449951172, timestamp=1529035398.235483)	[('tile_y', [1, 112, 4, 56]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3898
INFO:root:No: 720	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:18] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:18] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6246089935302734, timestamp=1529035398.860406)	[('tile_y', [28, 7, 4, 32]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3748
INFO:root:No: 721	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:19] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:19] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6169290542602539, timestamp=1529035399.486783)	[('tile_y', [8, 98, 16, 2]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,11464
INFO:root:No: 722	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008428096771240234, timestamp=1529035399.504025)	[('tile_y', [1, 392, 2, 32]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12544
INFO:root:No: 723	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008029937744140625, timestamp=1529035399.512351)	[('tile_y', [1, 392, 8, 8]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5460
INFO:root:No: 724	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007824182510375977, timestamp=1529035399.520502)	[('tile_y', [2, 7, 1, 1792]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2170
INFO:root:No: 725	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007969141006469727, timestamp=1529035399.528793)	[('tile_y', [1, 16, 28, 56]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6130
INFO:root:No: 726	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008108854293823242, timestamp=1529035399.537222)	[('tile_y', [2, 16, 1, 784]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8718
INFO:root:No: 727	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:20] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:20] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5875420570373535, timestamp=1529035400.125107)	[('tile_y', [4, 16, 1, 392]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6454
INFO:root:No: 728	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:20] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:20] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5312888622283936, timestamp=1529035400.665134)	[('tile_y', [392, 2, 8, 4]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5080
INFO:root:No: 729	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:21] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:21] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6020669937133789, timestamp=1529035401.275999)	[('tile_y', [28, 8, 56, 2]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,7108
INFO:root:No: 730	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:21] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:21] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.531012773513794, timestamp=1529035401.815714)	[('tile_y', [128, 28, 7, 1]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,88
INFO:root:No: 731	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:22] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:22] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5969200134277344, timestamp=1529035402.421591)	[('tile_y', [7, 3584, 1, 1]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4426
INFO:root:No: 732	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:23] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:23] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.9521119594573975, timestamp=1529035403.382458)	[('tile_y', [4, 98, 4, 16]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,10126
INFO:root:No: 733	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:24] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:24] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.780642032623291, timestamp=1529035404.171932)	[('tile_y', [7, 8, 28, 16]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12370
INFO:root:No: 734	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:24] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:24] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5312519073486328, timestamp=1529035404.711892)	[('tile_y', [896, 7, 2, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2560
INFO:root:No: 735	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.010574102401733398, timestamp=1529035404.731199)	[('tile_y', [2, 7, 112, 16]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,7996
INFO:root:No: 736	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007766008377075195, timestamp=1529035404.739478)	[('tile_y', [1, 392, 1, 64]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3958
INFO:root:No: 737	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:25] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:25] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5160441398620605, timestamp=1529035405.256663)	[('tile_y', [7, 1, 224, 16]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1402
INFO:root:No: 738	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:25] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:25] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5441930294036865, timestamp=1529035405.809633)	[('tile_y', [112, 16, 7, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2608
INFO:root:No: 739	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008466005325317383, timestamp=1529035405.826909)	[('tile_y', [1, 8, 7, 448]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2099
INFO:root:No: 740	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008253812789916992, timestamp=1529035405.835512)	[('tile_y', [2, 2, 56, 112]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6310
INFO:root:No: 741	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:03:26] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:03:26] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6352150440216064, timestamp=1529035406.471059)	[('tile_y', [98, 2, 16, 8]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9874
INFO:root:No: 742	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008423805236816406, timestamp=1529035406.488299)	[('tile_y', [1, 2, 896, 14]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1282
INFO:root:No: 743	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007762908935546875, timestamp=1529035406.496383)	[('tile_y', [2, 1, 224, 56]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1744
